image channels: 3
Y: 100
X 100
Pixel value: 
[0 , 0][116 134 225],
[23 , 99][120 71 133],


[24 , 0][90 93 201],
[24 , 1][90 93 201],
[24 , 2][90 93 201],
[24 , 3][90 93 201],
[24 , 4][90 93 201],
[24 , 5][91 94 202],
[24 , 6][92 91 200],
[24 , 7][92 90 199],
[24 , 8][92 89 198],
[24 , 9][90 88 200],
[24 , 10][87 88 202],
[24 , 11][87 88 202],
[24 , 12][89 87 199],
[24 , 13][90 86 195],
[24 , 14][87 84 193],
[24 , 15][87 84 194],
[24 , 16][90 86 196],
[24 , 17][90 86 196],
[24 , 18][90 86 196],
[24 , 19][89 87 195],
[24 , 20][86 84 193],
[24 , 21][79 77 187],
[24 , 22][85 86 193],
[24 , 23][108 115 202],
[24 , 24][136 151 221],
[24 , 25][136 170 237],
[24 , 26][139 174 241],
[24 , 27][137 172 242],
[24 , 28][137 181 248],
[24 , 29][134 182 249],
[24 , 30][131 179 246],
[24 , 31][127 175 242],
[24 , 32][128 177 244],
[24 , 33][136 185 251],
[24 , 34][141 193 251],
[24 , 35][144 198 249],
[24 , 36][147 202 253],
[24 , 37][144 192 243],
[24 , 38][142 174 234],
[24 , 39][105 119 202],
[24 , 40][61 60 164],
[24 , 41][60 55 166],
[24 , 42][65 61 171],
[24 , 43][74 68 181],
[24 , 44][85 78 196],
[24 , 45][90 83 200],
[24 , 46][84 79 193],
[24 , 47][90 90 198],
[24 , 48][116 115 220],
[24 , 49][118 119 224],
[24 , 50][114 126 225],
[24 , 51][113 120 229],
[24 , 52][107 86 181],
[24 , 53][79 37 102],
[24 , 54][108 43 105],
[24 , 55][99 36 100],
[24 , 56][135 86 137],
[24 , 57][142 92 140],
[24 , 58][144 95 143],
[24 , 59][149 98 140],
[24 , 60][159 108 142],
[24 , 61][156 105 139],
[24 , 62][153 99 141],
[24 , 63][148 91 141],
[24 , 64][138 82 130],
[24 , 65][139 84 135],
[24 , 66][115 62 119],
[24 , 67][105 52 109],
[24 , 68][125 72 125],
[24 , 69][126 72 116],
[24 , 70][115 60 105],
[24 , 71][150 96 139],
[24 , 72][162 115 149],
[24 , 73][144 96 136],
[24 , 74][107 55 105],
[24 , 75][102 48 107],
[24 , 76][115 64 115],
[24 , 77][137 90 128],
[24 , 78][133 88 133],
[24 , 79][105 61 109],
[24 , 80][111 67 114],
[24 , 81][88 40 98],
[24 , 82][96 46 109],
[24 , 83][93 43 105],
[24 , 84][75 29 91],
[24 , 85][58 17 78],
[24 , 86][61 20 81],
[24 , 87][64 22 83],
[24 , 88][68 26 87],
[24 , 89][70 29 90],
[24 , 90][61 19 80],
[24 , 91][67 25 86],
[24 , 92][66 24 85],
[24 , 93][64 21 82],
[24 , 94][72 22 84],
[24 , 95][85 36 98],
[24 , 96][122 73 135],
[24 , 97][133 84 146],
[24 , 98][126 77 139],
[24 , 99][102 53 115],


[25 , 0][96 99 207],
[25 , 1][95 98 206],
[25 , 2][93 96 204],
[25 , 3][93 96 204],
[25 , 4][93 96 204],
[25 , 5][93 96 204],
[25 , 6][91 94 202],
[25 , 7][90 93 201],
[25 , 8][90 93 201],
[25 , 9][90 92 203],
[25 , 10][90 91 205],
[25 , 11][87 88 202],
[25 , 12][91 89 203],
[25 , 13][92 86 200],
[25 , 14][88 83 198],
[25 , 15][90 85 200],
[25 , 16][92 87 202],
[25 , 17][92 87 202],
[25 , 18][90 87 201],
[25 , 19][83 90 197],
[25 , 20][88 94 202],
[25 , 21][111 119 222],
[25 , 22][128 155 238],
[25 , 23][123 152 235],
[25 , 24][115 143 229],
[25 , 25][109 129 230],
[25 , 26][89 107 211],
[25 , 27][85 104 207],
[25 , 28][95 111 216],
[25 , 29][98 119 222],
[25 , 30][99 128 231],
[25 , 31][105 137 229],
[25 , 32][103 141 227],
[25 , 33][106 152 239],
[25 , 34][110 166 237],
[25 , 35][125 185 241],
[25 , 36][128 189 246],
[25 , 37][131 185 249],
[25 , 38][141 188 253],
[25 , 39][155 205 255],
[25 , 40][133 172 230],
[25 , 41][105 114 194],
[25 , 42][98 105 193],
[25 , 43][87 90 189],
[25 , 44][80 76 187],
[25 , 45][79 76 186],
[25 , 46][84 84 191],
[25 , 47][99 112 208],
[25 , 48][107 103 193],
[25 , 49][101 114 197],
[25 , 50][103 129 215],
[25 , 51][119 98 187],
[25 , 52][94 44 129],
[25 , 53][74 23 79],
[25 , 54][140 89 136],
[25 , 55][140 88 137],
[25 , 56][125 78 129],
[25 , 57][138 92 144],
[25 , 58][99 54 105],
[25 , 59][113 63 115],
[25 , 60][132 77 129],
[25 , 61][120 66 118],
[25 , 62][139 86 136],
[25 , 63][165 113 160],
[25 , 64][155 103 150],
[25 , 65][129 77 127],
[25 , 66][112 59 116],
[25 , 67][109 56 113],
[25 , 68][110 57 114],
[25 , 69][135 82 138],
[25 , 70][124 71 128],
[25 , 71][114 60 116],
[25 , 72][149 91 140],
[25 , 73][167 110 151],
[25 , 74][155 102 136],
[25 , 75][128 79 122],
[25 , 76][91 43 86],
[25 , 77][121 74 114],
[25 , 78][135 84 136],
[25 , 79][132 79 136],
[25 , 80][97 45 101],
[25 , 81][117 64 121],
[25 , 82][109 56 114],
[25 , 83][103 50 106],
[25 , 84][75 24 84],
[25 , 85][75 27 89],
[25 , 86][76 28 90],
[25 , 87][72 23 85],
[25 , 88][79 30 92],
[25 , 89][85 36 98],
[25 , 90][81 32 94],
[25 , 91][78 29 91],
[25 , 92][73 25 87],
[25 , 93][72 24 85],
[25 , 94][82 33 95],
[25 , 95][80 31 93],
[25 , 96][73 24 86],
[25 , 97][77 30 87],
[25 , 98][122 75 131],
[25 , 99][123 76 132],


[26 , 0][97 100 208],
[26 , 1][96 99 207],
[26 , 2][94 97 205],
[26 , 3][94 97 205],
[26 , 4][94 97 205],
[26 , 5][93 96 204],
[26 , 6][92 95 203],
[26 , 7][91 94 202],
[26 , 8][90 93 201],
[26 , 9][90 92 203],
[26 , 10][90 91 205],
[26 , 11][88 89 203],
[26 , 12][92 90 204],
[26 , 13][93 87 202],
[26 , 14][90 85 200],
[26 , 15][90 85 200],
[26 , 16][92 87 202],
[26 , 17][91 86 202],
[26 , 18][92 88 202],
[26 , 19][97 96 205],
[26 , 20][98 97 206],
[26 , 21][86 85 192],
[26 , 22][80 72 175],
[26 , 23][78 71 173],
[26 , 24][75 67 170],
[26 , 25][76 63 173],
[26 , 26][80 66 177],
[26 , 27][85 70 181],
[26 , 28][79 78 187],
[26 , 29][85 96 203],
[26 , 30][92 112 218],
[26 , 31][99 120 219],
[26 , 32][98 123 219],
[26 , 33][99 135 230],
[26 , 34][100 136 232],
[26 , 35][101 132 230],
[26 , 36][97 128 227],
[26 , 37][111 143 234],
[26 , 38][131 166 244],
[26 , 39][126 165 236],
[26 , 40][144 189 242],
[26 , 41][160 212 244],
[26 , 42][167 216 255],
[26 , 43][168 211 255],
[26 , 44][151 182 236],
[26 , 45][102 125 209],
[26 , 46][78 93 203],
[26 , 47][82 76 170],
[26 , 48][39 2 91],
[26 , 49][83 56 135],
[26 , 50][111 115 197],
[26 , 51][69 33 117],
[26 , 52][66 14 91],
[26 , 53][111 60 120],
[26 , 54][133 81 134],
[26 , 55][141 88 142],
[26 , 56][115 65 125],
[26 , 57][88 39 100],
[26 , 58][76 27 87],
[26 , 59][81 32 93],
[26 , 60][80 31 92],
[26 , 61][74 25 86],
[26 , 62][104 56 114],
[26 , 63][124 77 130],
[26 , 64][143 96 150],
[26 , 65][154 106 160],
[26 , 66][153 99 157],
[26 , 67][112 59 116],
[26 , 68][123 70 127],
[26 , 69][119 66 123],
[26 , 70][126 73 131],
[26 , 71][141 87 145],
[26 , 72][123 68 124],
[26 , 73][135 83 130],
[26 , 74][161 112 150],
[26 , 75][138 90 131],
[26 , 76][138 90 133],
[26 , 77][166 119 160],
[26 , 78][139 87 140],
[26 , 79][98 45 103],
[26 , 80][95 42 99],
[26 , 81][94 41 98],
[26 , 82][112 59 116],
[26 , 83][102 49 105],
[26 , 84][87 36 95],
[26 , 85][74 26 88],
[26 , 86][84 34 96],
[26 , 87][91 42 104],
[26 , 88][95 46 108],
[26 , 89][83 34 96],
[26 , 90][82 33 95],
[26 , 91][81 32 93],
[26 , 92][74 24 86],
[26 , 93][81 32 94],
[26 , 94][89 40 102],
[26 , 95][97 48 110],
[26 , 96][108 59 120],
[26 , 97][117 69 126],
[26 , 98][80 33 89],
[26 , 99][98 51 107],


[27 , 0][96 99 207],
[27 , 1][96 99 207],
[27 , 2][96 99 207],
[27 , 3][96 99 207],
[27 , 4][95 98 206],
[27 , 5][93 96 204],
[27 , 6][93 96 204],
[27 , 7][93 96 204],
[27 , 8][90 93 201],
[27 , 9][90 92 203],
[27 , 10][90 91 205],
[27 , 11][90 91 205],
[27 , 12][93 91 205],
[27 , 13][95 90 205],
[27 , 14][93 88 203],
[27 , 15][92 87 202],
[27 , 16][92 87 202],
[27 , 17][94 90 205],
[27 , 18][94 87 201],
[27 , 19][92 81 190],
[27 , 20][80 70 179],
[27 , 21][78 67 177],
[27 , 22][83 66 178],
[27 , 23][85 67 178],
[27 , 24][85 68 179],
[27 , 25][81 71 181],
[27 , 26][75 66 176],
[27 , 27][78 69 179],
[27 , 28][78 71 180],
[27 , 29][81 82 190],
[27 , 30][86 98 205],
[27 , 31][95 105 212],
[27 , 32][95 108 214],
[27 , 33][97 122 227],
[27 , 34][100 119 225],
[27 , 35][88 98 204],
[27 , 36][85 95 202],
[27 , 37][91 107 209],
[27 , 38][110 135 224],
[27 , 39][127 153 234],
[27 , 40][127 160 229],
[27 , 41][133 174 236],
[27 , 42][124 163 234],
[27 , 43][98 126 209],
[27 , 44][104 111 205],
[27 , 45][118 122 222],
[27 , 46][87 93 200],
[27 , 47][91 95 179],
[27 , 48][87 48 128],
[27 , 49][116 71 145],
[27 , 50][83 57 136],
[27 , 51][70 14 92],
[27 , 52][108 51 120],
[27 , 53][98 46 109],
[27 , 54][85 29 93],
[27 , 55][99 43 106],
[27 , 56][68 16 84],
[27 , 57][68 16 88],
[27 , 58][74 21 92],
[27 , 59][78 30 100],
[27 , 60][70 28 97],
[27 , 61][67 25 93],
[27 , 62][70 28 93],
[27 , 63][64 23 83],
[27 , 64][60 20 81],
[27 , 65][105 61 121],
[27 , 66][145 90 147],
[27 , 67][162 108 165],
[27 , 68][124 71 127],
[27 , 69][111 57 112],
[27 , 70][127 73 129],
[27 , 71][157 104 161],
[27 , 72][133 84 148],
[27 , 73][128 83 137],
[27 , 74][144 102 147],
[27 , 75][145 98 140],
[27 , 76][149 101 143],
[27 , 77][125 77 119],
[27 , 78][119 67 120],
[27 , 79][114 61 119],
[27 , 80][114 61 118],
[27 , 81][106 53 110],
[27 , 82][119 66 123],
[27 , 83][129 76 132],
[27 , 84][113 62 122],
[27 , 85][88 39 102],
[27 , 86][94 45 107],
[27 , 87][94 45 107],
[27 , 88][97 48 111],
[27 , 89][95 46 109],
[27 , 90][110 61 124],
[27 , 91][103 54 117],
[27 , 92][71 22 84],
[27 , 93][84 35 97],
[27 , 94][86 37 100],
[27 , 95][92 43 105],
[27 , 96][79 30 92],
[27 , 97][93 46 102],
[27 , 98][107 60 116],
[27 , 99][118 71 127],


[28 , 0][95 98 206],
[28 , 1][95 98 206],
[28 , 2][96 99 207],
[28 , 3][96 99 207],
[28 , 4][95 98 206],
[28 , 5][93 96 204],
[28 , 6][93 95 206],
[28 , 7][93 95 207],
[28 , 8][90 91 204],
[28 , 9][91 92 205],
[28 , 10][92 93 207],
[28 , 11][90 91 205],
[28 , 12][91 90 208],
[28 , 13][92 89 211],
[28 , 14][89 86 209],
[28 , 15][91 88 206],
[28 , 16][96 93 202],
[28 , 17][87 84 194],
[28 , 18][82 76 187],
[28 , 19][90 77 187],
[28 , 20][86 74 184],
[28 , 21][87 76 186],
[28 , 22][86 75 185],
[28 , 23][86 74 185],
[28 , 24][86 76 186],
[28 , 25][77 70 179],
[28 , 26][82 74 183],
[28 , 27][77 70 180],
[28 , 28][81 71 181],
[28 , 29][79 70 180],
[28 , 30][80 73 182],
[28 , 31][80 78 187],
[28 , 32][87 88 197],
[28 , 33][99 101 211],
[28 , 34][109 112 217],
[28 , 35][103 106 207],
[28 , 36][109 112 214],
[28 , 37][114 119 220],
[28 , 38][102 109 209],
[28 , 39][97 105 202],
[28 , 40][95 102 199],
[28 , 41][99 105 206],
[28 , 42][76 82 185],
[28 , 43][73 71 179],
[28 , 44][88 77 192],
[28 , 45][72 76 189],
[28 , 46][94 88 200],
[28 , 47][109 102 189],
[28 , 48][152 137 223],
[28 , 49][112 92 180],
[28 , 50][78 29 98],
[28 , 51][108 50 116],
[28 , 52][95 39 103],
[28 , 53][88 32 97],
[28 , 54][90 34 100],
[28 , 55][82 26 91],
[28 , 56][78 22 88],
[28 , 57][70 17 83],
[28 , 58][71 27 91],
[28 , 59][66 23 89],
[28 , 60][58 14 82],
[28 , 61][66 22 89],
[28 , 62][65 27 97],
[28 , 63][76 45 116],
[28 , 64][90 58 129],
[28 , 65][87 55 126],
[28 , 66][111 75 143],
[28 , 67][111 67 130],
[28 , 68][118 66 125],
[28 , 69][132 79 142],
[28 , 70][166 114 178],
[28 , 71][141 91 153],
[28 , 72][123 72 140],
[28 , 73][145 88 185],
[28 , 74][156 112 175],
[28 , 75][173 126 164],
[28 , 76][147 98 138],
[28 , 77][125 77 116],
[28 , 78][135 86 130],
[28 , 79][139 90 136],
[28 , 80][126 77 122],
[28 , 81][119 67 121],
[28 , 82][116 63 121],
[28 , 83][131 77 135],
[28 , 84][136 83 142],
[28 , 85][133 81 140],
[28 , 86][84 31 91],
[28 , 87][85 34 89],
[28 , 88][101 51 103],
[28 , 89][107 57 109],
[28 , 90][147 98 147],
[28 , 91][148 101 144],
[28 , 92][110 59 114],
[28 , 93][75 22 85],
[28 , 94][89 39 103],
[28 , 95][103 53 116],
[28 , 96][112 62 126],
[28 , 97][86 37 98],
[28 , 98][76 28 88],
[28 , 99][72 24 84],


[29 , 0][95 98 206],
[29 , 1][95 98 206],
[29 , 2][96 99 207],
[29 , 3][96 99 207],
[29 , 4][95 98 206],
[29 , 5][93 96 204],
[29 , 6][92 94 206],
[29 , 7][92 93 207],
[29 , 8][91 92 206],
[29 , 9][92 93 207],
[29 , 10][93 94 208],
[29 , 11][93 94 207],
[29 , 12][89 89 205],
[29 , 13][87 88 205],
[29 , 14][102 102 218],
[29 , 15][102 101 216],
[29 , 16][86 83 191],
[29 , 17][76 73 182],
[29 , 18][82 77 186],
[29 , 19][89 78 188],
[29 , 20][90 79 189],
[29 , 21][91 80 190],
[29 , 22][91 80 190],
[29 , 23][92 81 191],
[29 , 24][87 75 185],
[29 , 25][84 72 182],
[29 , 26][88 77 187],
[29 , 27][79 68 178],
[29 , 28][84 73 183],
[29 , 29][88 76 186],
[29 , 30][80 68 178],
[29 , 31][71 65 175],
[29 , 32][74 70 179],
[29 , 33][74 70 180],
[29 , 34][90 86 192],
[29 , 35][86 80 183],
[29 , 36][95 90 193],
[29 , 37][94 88 192],
[29 , 38][83 77 181],
[29 , 39][96 90 194],
[29 , 40][102 96 200],
[29 , 41][92 86 190],
[29 , 42][93 88 191],
[29 , 43][89 80 185],
[29 , 44][84 79 187],
[29 , 45][90 97 200],
[29 , 46][119 104 206],
[29 , 47][122 99 192],
[29 , 48][103 81 169],
[29 , 49][67 39 122],
[29 , 50][97 43 107],
[29 , 51][115 60 122],
[29 , 52][95 40 103],
[29 , 53][107 53 113],
[29 , 54][117 64 122],
[29 , 55][105 51 110],
[29 , 56][119 62 124],
[29 , 57][88 37 99],
[29 , 58][68 27 86],
[29 , 59][58 20 85],
[29 , 60][59 19 91],
[29 , 61][65 23 96],
[29 , 62][55 17 88],
[29 , 63][57 24 92],
[29 , 64][118 84 153],
[29 , 65][99 67 138],
[29 , 66][52 22 95],
[29 , 67][75 42 103],
[29 , 68][126 100 174],
[29 , 69][111 102 221],
[29 , 70][133 106 205],
[29 , 71][140 102 178],
[29 , 72][122 92 154],
[29 , 73][107 65 155],
[29 , 74][123 84 149],
[29 , 75][161 117 162],
[29 , 76][151 106 151],
[29 , 77][140 95 140],
[29 , 78][143 96 139],
[29 , 79][164 116 157],
[29 , 80][157 109 151],
[29 , 81][147 97 146],
[29 , 82][127 76 127],
[29 , 83][108 57 108],
[29 , 84][99 48 99],
[29 , 85][116 65 115],
[29 , 86][148 97 148],
[29 , 87][127 77 126],
[29 , 88][141 91 138],
[29 , 89][103 53 100],
[29 , 90][87 38 84],
[29 , 91][145 96 140],
[29 , 92][170 119 169],
[29 , 93][120 69 124],
[29 , 94][97 49 107],
[29 , 95][92 45 102],
[29 , 96][94 46 105],
[29 , 97][107 58 120],
[29 , 98][113 64 126],
[29 , 99][98 49 111],


[30 , 0][96 99 207],
[30 , 1][96 99 207],
[30 , 2][96 99 207],
[30 , 3][96 99 207],
[30 , 4][95 98 206],
[30 , 5][93 96 204],
[30 , 6][93 95 207],
[30 , 7][93 94 208],
[30 , 8][93 94 208],
[30 , 9][93 94 208],
[30 , 10][94 95 209],
[30 , 11][92 93 208],
[30 , 12][96 99 210],
[30 , 13][97 101 208],
[30 , 14][90 94 201],
[30 , 15][82 85 192],
[30 , 16][78 74 184],
[30 , 17][81 78 187],
[30 , 18][84 79 188],
[30 , 19][89 78 188],
[30 , 20][89 78 188],
[30 , 21][89 78 188],
[30 , 22][89 78 188],
[30 , 23][91 80 190],
[30 , 24][89 78 188],
[30 , 25][94 83 193],
[30 , 26][89 78 188],
[30 , 27][86 75 185],
[30 , 28][88 77 187],
[30 , 29][88 77 187],
[30 , 30][91 79 189],
[30 , 31][80 74 184],
[30 , 32][77 75 184],
[30 , 33][98 96 205],
[30 , 34][99 90 197],
[30 , 35][103 87 191],
[30 , 36][92 77 182],
[30 , 37][95 80 185],
[30 , 38][113 98 203],
[30 , 39][114 99 204],
[30 , 40][103 88 193],
[30 , 41][93 79 183],
[30 , 42][102 88 192],
[30 , 43][99 85 193],
[30 , 44][93 91 203],
[30 , 45][104 104 197],
[30 , 46][130 100 183],
[30 , 47][110 81 176],
[30 , 48][79 39 122],
[30 , 49][98 45 112],
[30 , 50][127 72 135],
[30 , 51][98 43 106],
[30 , 52][86 32 95],
[30 , 53][114 63 116],
[30 , 54][109 59 108],
[30 , 55][124 73 122],
[30 , 56][126 70 130],
[30 , 57][116 64 127],
[30 , 58][75 32 92],
[30 , 59][74 38 108],
[30 , 60][89 54 136],
[30 , 61][90 55 136],
[30 , 62][90 52 122],
[30 , 63][53 12 71],
[30 , 64][48 8 67],
[30 , 65][67 26 91],
[30 , 66][71 39 112],
[30 , 67][142 122 182],
[30 , 68][148 145 207],
[30 , 69][122 132 219],
[30 , 70][130 130 207],
[30 , 71][146 141 208],
[30 , 72][164 170 223],
[30 , 73][135 125 180],
[30 , 74][94 63 121],
[30 , 75][151 112 166],
[30 , 76][107 68 122],
[30 , 77][113 75 129],
[30 , 78][152 106 151],
[30 , 79][173 124 165],
[30 , 80][176 128 170],
[30 , 81][161 112 154],
[30 , 82][148 99 141],
[30 , 83][148 100 142],
[30 , 84][144 95 137],
[30 , 85][153 105 147],
[30 , 86][167 119 159],
[30 , 87][151 102 147],
[30 , 88][154 104 152],
[30 , 89][127 77 125],
[30 , 90][77 26 77],
[30 , 91][106 52 110],
[30 , 92][157 108 153],
[30 , 93][158 111 152],
[30 , 94][124 79 127],
[30 , 95][147 102 151],
[30 , 96][136 91 140],
[30 , 97][108 59 120],
[30 , 98][91 42 105],
[30 , 99][87 38 100],


[31 , 0][98 101 209],
[31 , 1][97 100 208],
[31 , 2][96 99 207],
[31 , 3][96 99 207],
[31 , 4][96 99 207],
[31 , 5][95 98 206],
[31 , 6][94 96 208],
[31 , 7][94 95 209],
[31 , 8][93 94 208],
[31 , 9][92 92 212],
[31 , 10][93 91 213],
[31 , 11][97 90 205],
[31 , 12][104 97 204],
[31 , 13][88 83 186],
[31 , 14][85 80 184],
[31 , 15][82 76 181],
[31 , 16][88 80 185],
[31 , 17][91 83 189],
[31 , 18][92 84 189],
[31 , 19][93 83 189],
[31 , 20][91 81 187],
[31 , 21][92 83 188],
[31 , 22][94 86 190],
[31 , 23][95 85 191],
[31 , 24][97 87 194],
[31 , 25][102 92 201],
[31 , 26][93 82 192],
[31 , 27][91 80 190],
[31 , 28][97 86 196],
[31 , 29][99 88 198],
[31 , 30][92 81 191],
[31 , 31][91 83 189],
[31 , 32][114 107 212],
[31 , 33][107 99 205],
[31 , 34][104 94 199],
[31 , 35][90 78 182],
[31 , 36][100 88 192],
[31 , 37][113 103 207],
[31 , 38][114 103 208],
[31 , 39][103 84 189],
[31 , 40][107 85 191],
[31 , 41][110 94 199],
[31 , 42][96 79 184],
[31 , 43][105 91 199],
[31 , 44][107 100 211],
[31 , 45][111 93 193],
[31 , 46][91 53 143],
[31 , 47][88 40 112],
[31 , 48][106 53 120],
[31 , 49][110 53 115],
[31 , 50][108 51 114],
[31 , 51][117 61 124],
[31 , 52][134 78 141],
[31 , 53][143 86 138],
[31 , 54][149 92 139],
[31 , 55][141 84 130],
[31 , 56][144 90 141],
[31 , 57][117 67 125],
[31 , 58][75 34 95],
[31 , 59][72 31 105],
[31 , 60][71 46 127],
[31 , 61][91 81 160],
[31 , 62][73 47 117],
[31 , 63][96 58 120],
[31 , 64][97 53 117],
[31 , 65][75 33 104],
[31 , 66][97 77 153],
[31 , 67][144 149 194],
[31 , 68][192 212 243],
[31 , 69][146 159 214],
[31 , 70][98 114 181],
[31 , 71][142 160 238],
[31 , 72][122 124 179],
[31 , 73][79 56 111],
[31 , 74][78 33 93],
[31 , 75][89 52 100],
[31 , 76][162 127 174],
[31 , 77][156 121 169],
[31 , 78][157 117 168],
[31 , 79][116 74 126],
[31 , 80][131 89 142],
[31 , 81][158 123 156],
[31 , 82][169 136 163],
[31 , 83][173 140 168],
[31 , 84][166 128 160],
[31 , 85][171 126 168],
[31 , 86][146 100 148],
[31 , 87][150 100 150],
[31 , 88][126 74 122],
[31 , 89][127 75 123],
[31 , 90][101 50 100],
[31 , 91][113 64 119],
[31 , 92][126 77 127],
[31 , 93][140 94 142],
[31 , 94][126 87 136],
[31 , 95][110 71 119],
[31 , 96][133 93 142],
[31 , 97][125 78 132],
[31 , 98][122 74 129],
[31 , 99][94 46 100],


[32 , 0][101 104 212],
[32 , 1][100 103 211],
[32 , 2][96 99 207],
[32 , 3][96 99 207],
[32 , 4][96 99 207],
[32 , 5][96 99 207],
[32 , 6][94 95 208],
[32 , 7][93 94 208],
[32 , 8][93 94 208],
[32 , 9][91 93 211],
[32 , 10][92 91 210],
[32 , 11][109 101 210],
[32 , 12][111 100 204],
[32 , 13][95 86 189],
[32 , 14][92 83 187],
[32 , 15][91 81 185],
[32 , 16][95 85 189],
[32 , 17][97 87 191],
[32 , 18][96 87 191],
[32 , 19][93 84 188],
[32 , 20][91 82 186],
[32 , 21][94 85 189],
[32 , 22][97 88 191],
[32 , 23][99 90 194],
[32 , 24][107 98 202],
[32 , 25][100 89 198],
[32 , 26][99 88 198],
[32 , 27][98 87 197],
[32 , 28][96 85 195],
[32 , 29][99 88 198],
[32 , 30][90 79 189],
[32 , 31][117 108 213],
[32 , 32][116 107 211],
[32 , 33][108 99 203],
[32 , 34][93 84 188],
[32 , 35][102 94 198],
[32 , 36][117 107 211],
[32 , 37][108 103 206],
[32 , 38][91 83 187],
[32 , 39][110 90 196],
[32 , 40][117 93 200],
[32 , 41][104 89 194],
[32 , 42][111 96 201],
[32 , 43][98 84 188],
[32 , 44][90 73 172],
[32 , 45][86 53 148],
[32 , 46][71 25 112],
[32 , 47][94 39 102],
[32 , 48][83 28 90],
[32 , 49][96 42 105],
[32 , 50][121 69 132],
[32 , 51][132 80 143],
[32 , 52][126 74 137],
[32 , 53][145 90 146],
[32 , 54][158 101 154],
[32 , 55][149 92 145],
[32 , 56][142 97 150],
[32 , 57][72 35 93],
[32 , 58][50 18 84],
[32 , 59][61 28 103],
[32 , 60][82 65 142],
[32 , 61][102 96 172],
[32 , 62][110 81 153],
[32 , 63][91 56 121],
[32 , 64][71 38 104],
[32 , 65][131 108 169],
[32 , 66][148 147 200],
[32 , 67][162 165 221],
[32 , 68][105 110 177],
[32 , 69][82 83 166],
[32 , 70][141 144 215],
[32 , 71][90 93 153],
[32 , 72][44 24 81],
[32 , 73][62 24 85],
[32 , 74][80 30 91],
[32 , 75][62 23 74],
[32 , 76][94 57 106],
[32 , 77][144 107 157],
[32 , 78][96 57 111],
[32 , 79][111 72 128],
[32 , 80][120 82 137],
[32 , 81][130 93 145],
[32 , 82][136 99 149],
[32 , 83][118 81 132],
[32 , 84][141 103 146],
[32 , 85][148 105 147],
[32 , 86][114 68 122],
[32 , 87][125 77 130],
[32 , 88][145 98 145],
[32 , 89][98 51 98],
[32 , 90][104 58 108],
[32 , 91][104 61 118],
[32 , 92][104 61 118],
[32 , 93][116 74 131],
[32 , 94][88 50 106],
[32 , 95][77 39 95],
[32 , 96][82 43 99],
[32 , 97][85 42 99],
[32 , 98][113 70 127],
[32 , 99][113 70 126],


[33 , 0][99 102 210],
[33 , 1][98 101 209],
[33 , 2][96 99 207],
[33 , 3][96 99 207],
[33 , 4][96 99 207],
[33 , 5][96 99 207],
[33 , 6][94 95 208],
[33 , 7][93 94 208],
[33 , 8][93 94 208],
[33 , 9][91 95 207],
[33 , 10][92 95 201],
[33 , 11][112 109 206],
[33 , 12][110 102 201],
[33 , 13][98 89 194],
[33 , 14][93 84 189],
[33 , 15][92 82 187],
[33 , 16][96 87 191],
[33 , 17][96 87 192],
[33 , 18][93 84 188],
[33 , 19][96 86 191],
[33 , 20][95 86 190],
[33 , 21][100 90 195],
[33 , 22][104 95 199],
[33 , 23][106 97 201],
[33 , 24][102 93 197],
[33 , 25][94 83 193],
[33 , 26][103 92 202],
[33 , 27][98 87 197],
[33 , 28][98 87 198],
[33 , 29][97 85 196],
[33 , 30][116 105 216],
[33 , 31][113 103 209],
[33 , 32][108 99 204],
[33 , 33][97 88 193],
[33 , 34][108 98 203],
[33 , 35][118 109 213],
[33 , 36][112 103 207],
[33 , 37][97 90 194],
[33 , 38][100 91 196],
[33 , 39][113 93 199],
[33 , 40][113 91 198],
[33 , 41][104 90 196],
[33 , 42][117 103 209],
[33 , 43][94 77 178],
[33 , 44][78 48 130],
[33 , 45][84 38 115],
[33 , 46][90 30 99],
[33 , 47][88 32 95],
[33 , 48][116 61 123],
[33 , 49][110 56 119],
[33 , 50][76 33 94],
[33 , 51][73 32 93],
[33 , 52][64 23 83],
[33 , 53][81 34 94],
[33 , 54][110 60 120],
[33 , 55][109 59 119],
[33 , 56][94 63 123],
[33 , 57][114 94 160],
[33 , 58][105 92 167],
[33 , 59][105 88 166],
[33 , 60][142 134 208],
[33 , 61][86 72 149],
[33 , 62][68 27 101],
[33 , 63][50 13 79],
[33 , 64][84 68 130],
[33 , 65][147 150 205],
[33 , 66][152 162 214],
[33 , 67][97 91 162],
[33 , 68][93 79 159],
[33 , 69][135 125 193],
[33 , 70][97 71 137],
[33 , 71][63 20 83],
[33 , 72][72 25 85],
[33 , 73][75 28 89],
[33 , 74][77 30 91],
[33 , 75][70 29 87],
[33 , 76][59 18 76],
[33 , 77][85 44 102],
[33 , 78][120 80 135],
[33 , 79][111 71 125],
[33 , 80][133 94 148],
[33 , 81][127 86 143],
[33 , 82][72 32 89],
[33 , 83][67 27 85],
[33 , 84][91 50 97],
[33 , 85][169 125 166],
[33 , 86][153 106 158],
[33 , 87][73 31 82],
[33 , 88][115 79 123],
[33 , 89][157 120 164],
[33 , 90][124 87 137],
[33 , 91][72 36 103],
[33 , 92][55 19 85],
[33 , 93][64 25 92],
